,user,datetime,method,request,status,size,page,date,page_category,time_on_page,is_idle,session_identification
29,173.252.83.17,2021-07-18 11:40:05+08:00,GET,covid-19,301,239,covid-19,18,main_page,0 days 10:52:24,True,1
30,173.252.87.7,2021-07-18 15:40:28+08:00,GET,quiz,200,63047,covid-19,18,quiz,1 days 01:05:25,True,1
31,173.252.87.120,2021-07-18 15:40:28+08:00,GET,quiz,200,63047,covid-19,18,quiz,0:00:00,True,1
32,173.252.83.1,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,0:00:01,False,1
33,173.252.83.19,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,0:00:01,False,2
34,173.252.83.5,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,0 days 06:52:17,True,2
35,173.252.83.19,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,1 days 00:25:41,True,2
36,173.252.83.1,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,0:00:01,False,1
37,173.252.83.1,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,0 days 00:00:08,False,1
38,173.252.83.24,2021-07-18 15:40:29+08:00,GET,quiz,200,63047,covid-19,18,quiz,0:00:00,True,1
39,173.252.87.18,2021-07-18 15:40:30+08:00,GET,quiz,200,63047,covid-19,18,quiz,1 days 00:26:27,True,1
40,173.252.83.120,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,0:00:01,False,1
41,173.252.83.1,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,0 days 06:51:52,True,1
42,173.252.83.6,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,0:00:01,False,2
43,173.252.83.18,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,0 days 20:57:01,True,1
44,173.252.83.6,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,2 days 03:35:55,True,2
45,173.252.83.22,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,1 days 01:05:15,True,1
46,173.252.83.120,2021-07-18 15:40:37+08:00,GET,covid-19,200,49247,covid-19,18,main_page,1 days 04:18:46,True,1
47,31.13.115.13,2021-07-18 15:40:40+08:00,GET,covid-19,301,239,covid-19,18,main_page,0 days 00:00:01,False,1
48,31.13.115.10,2021-07-18 15:40:40+08:00,GET,covid-19,301,239,covid-19,18,main_page,0 days 00:00:01,False,1
49,31.13.115.10,2021-07-18 15:40:41+08:00,GET,covid-19,200,49247,covid-19,18,main_page,5 days 14:28:53,True,1
50,31.13.115.13,2021-07-18 15:40:41+08:00,GET,covid-19,200,49247,covid-19,18,main_page,5 days 14:28:53,True,1
51,103.1.106.11,2021-07-18 15:51:14+08:00,GET,assets/landing_page/vendors/bootstrap/dist/css/bootstrap.min.css,200,155758,covid-19,18,landing_page,0:00:01,False,1
52,103.1.106.11,2021-07-18 15:51:14+08:00,GET,assets/landing_page/vendors/bootstrap/dist/js/bootstrap.min.js,200,58072,covid-19,18,landing_page,0:00:01,False,1
53,103.1.106.11,2021-07-18 15:51:14+08:00,GET,assets/landing_page/vendors/datatable/js/jquery-3.5.js,200,89475,covid-19,18,landing_page,0:00:01,False,1
54,103.1.106.11,2021-07-18 15:51:14+08:00,GET,assets/landing_page/vendors/hover-master/css/hover.css,200,114697,covid-19,18,landing_page,0:00:01,False,1
55,103.1.106.11,2021-07-18 15:51:14+08:00,GET,assets/landing_page/styles.css,200,27066,covid-19,18,landing_page,0 days 00:00:01,False,1
56,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/phone_call.png,200,36107,covid-19,18,landing_page,0:00:01,False,1
57,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/img-05.png,200,153317,covid-19,18,landing_page,0:00:01,False,1
58,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/bg-04.png,200,164493,covid-19,18,landing_page,0:00:01,False,1
59,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/img-07.png,200,12751,covid-19,18,landing_page,0:00:01,False,1
60,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/img-08.png,200,15670,covid-19,18,landing_page,0:00:01,False,1
61,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/website.png,200,118632,covid-19,18,landing_page,0:00:01,False,1
62,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/vaccine_safety.png,200,157441,covid-19,18,landing_page,0:00:01,False,1
63,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/arrow-white.png,200,272,covid-19,18,landing_page,0:00:01,False,1
64,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/mysejahtera.png,200,187528,covid-19,18,landing_page,0:00:01,False,1
65,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Fonts/Montserrat/Montserrat-Bold.ttf,200,244468,covid-19,18,landing_page,0:00:01,False,1
66,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/icon-06.png,200,6574,covid-19,18,landing_page,0:00:01,False,1
67,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Fonts/Montserrat/Montserrat-ExtraBold.ttf,200,244868,covid-19,18,landing_page,0:00:01,False,1
68,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Fonts/Montserrat/Montserrat-Regular.ttf,200,245708,covid-19,18,landing_page,0:00:01,False,1
69,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Fonts/Arca%20Majora%203/ArcaMajora3-Bold.otf,200,29568,covid-19,18,landing_page,0:00:01,False,1
70,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Fonts/Arca%20Majora%203/ArcaMajora3-Heavy.otf,200,29936,covid-19,18,landing_page,0:00:01,False,1
71,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/bg-01.png,200,348343,covid-19,18,landing_page,0:00:01,False,1
72,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/img-03.png,200,32491,covid-19,18,landing_page,0:00:01,False,1
73,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/icon-09.png,200,11387,covid-19,18,landing_page,0:00:01,False,1
74,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/icon-08.png,200,8494,covid-19,18,landing_page,0:00:01,False,1
75,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/img-01.png,200,735602,covid-19,18,landing_page,0:00:01,False,1
76,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/icon-01.png,200,16290,covid-19,18,landing_page,0:00:01,False,1
77,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/icon-07.png,200,7830,covid-19,18,landing_page,0:00:01,False,1
78,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/arrow-orange.png,200,356,covid-19,18,landing_page,0:00:01,False,1
79,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Fonts/Montserrat/Montserrat-Medium.ttf,200,243180,covid-19,18,landing_page,0:00:01,False,1
80,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/vaccine_list.jpeg,200,71895,covid-19,18,landing_page,0:00:01,False,1
81,103.1.106.11,2021-07-18 15:51:15+08:00,GET,assets/landing_page/Images/img-02.png,200,145795,covid-19,18,landing_page,0 days 00:00:08,False,1
82,103.1.106.11,2021-07-18 15:51:23+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:01,False,1
83,103.1.106.11,2021-07-18 15:51:24+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:12,False,1
84,103.1.106.11,2021-07-18 15:51:36+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:01,False,1
85,103.1.106.11,2021-07-18 15:51:37+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:06,False,1
86,103.1.106.11,2021-07-18 15:51:43+08:00,GET,login?first_time=true,200,75653,covid-19,18,login,0:00:01,False,1
87,103.1.106.11,2021-07-18 15:51:43+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:06,False,1
88,103.1.106.11,2021-07-18 15:51:49+08:00,GET,login?first_time=true,200,75653,covid-19,18,login,0 days 00:00:01,False,1
89,103.1.106.11,2021-07-18 15:51:50+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:15,False,1
90,103.1.106.11,2021-07-18 15:52:05+08:00,GET,signup,200,32955,covid-19,18,sign_up,0:00:01,False,1
91,103.1.106.11,2021-07-18 15:52:05+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:04,False,1
92,103.1.106.11,2021-07-18 15:52:09+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0:00:01,False,1
93,103.1.106.11,2021-07-18 15:52:09+08:00,GET,login?first_time=true,200,75653,covid-19,18,login,0 days 00:00:03,False,1
94,103.1.106.11,2021-07-18 15:52:12+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0:00:01,False,1
95,103.1.106.11,2021-07-18 15:52:12+08:00,GET,signup,200,32955,covid-19,18,sign_up,0 days 00:01:28,False,1
96,103.1.106.11,2021-07-18 15:53:40+08:00,GET,login,200,75653,covid-19,18,login,0:00:01,False,1
97,103.1.106.11,2021-07-18 15:53:40+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:08,False,1
98,103.1.106.11,2021-07-18 15:53:48+08:00,POST,_google_login,200,1095,covid-19,18,login,0 days 00:00:01,False,1
99,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/scoreboard.svg,200,1379,covid-19,18,scoreboard,0:00:01,False,1
100,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/faq_active.svg,200,689,covid-19,18,faq,0:00:01,False,1
101,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/scoreboard_active.svg,200,1386,covid-19,18,scoreboard,0:00:01,False,1
102,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/dashboard.svg,200,1111,covid-19,18,dashboard,0:00:01,False,1
103,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/dashboard_active.svg,200,1118,covid-19,18,dashboard,0:00:01,False,1
104,103.1.106.11,2021-07-18 15:53:49+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjY3MiwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoia2luZ2RvbTg4ODg4QGdtYWlsLmNvbSIsInVzZXJfbmFtZSI6IkphY2sgVGVlIiwidXNlcl9nZW5kZXIiOiJtYWxlIiwidXNlcl9hZ2UiOiIxOTg1IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsInVzZXJfcGhvbmUiOiIxMjk4MzE0NTciLCJjYW1wYWlnbl9pZCI6IjE4MiIsImNhbXBhaWduX25hbWUiOiJWYWNjaW5hdGlvbiBBd2FyZW5lc3MgQ2FtcGFpZ24iLCJjYW1wYWlnbl90eXBlIjoib25saW5lIiwiY2FtcGFpZ25fbGFuZGluZ19wYWdlIjoiaHR0cHM6Ly9mdXlvaC1hZHMuY29tL2NhbXBhaWduX2xhbmRpbmdfcGFnZS8ifSwiaWF0IjoxNjI2NTk0ODI5LCJleHAiOjE2MjY3NzQ4Mjl9.xH50LC8Qjt6-5eS59TidC_-Sh4kdci8PoGvbIY4ffn8,200,5110,covid-19,18,dashboard,0:00:01,False,1
105,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/faq.svg,200,682,covid-19,18,faq,0:00:01,False,1
106,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/profile_active.svg,200,1242,covid-19,18,profile,0:00:01,False,1
107,103.1.106.11,2021-07-18 15:53:49+08:00,GET,assets/images/icons_images/SVG/profile.svg,200,1235,covid-19,18,profile,0:00:01,False,1
108,103.1.106.11,2021-07-18 15:53:49+08:00,GET,/dashboard?notice=true,200,49471,covid-19,18,dashboard,0 days 00:00:08,False,1
109,103.1.106.11,2021-07-18 15:53:57+08:00,GET,/dashboard?first_time=true,200,49471,covid-19,18,dashboard,0:00:01,False,1
110,103.1.106.11,2021-07-18 15:53:57+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjY3MiwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoia2luZ2RvbTg4ODg4QGdtYWlsLmNvbSIsInVzZXJfbmFtZSI6IkphY2sgVGVlIiwidXNlcl9nZW5kZXIiOiJtYWxlIiwidXNlcl9hZ2UiOiIxOTg1IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsInVzZXJfcGhvbmUiOiIxMjk4MzE0NTciLCJjYW1wYWlnbl9pZCI6IjE4MiIsImNhbXBhaWduX25hbWUiOiJWYWNjaW5hdGlvbiBBd2FyZW5lc3MgQ2FtcGFpZ24iLCJjYW1wYWlnbl90eXBlIjoib25saW5lIiwiY2FtcGFpZ25fbGFuZGluZ19wYWdlIjoiaHR0cHM6Ly9mdXlvaC1hZHMuY29tL2NhbXBhaWduX2xhbmRpbmdfcGFnZS8ifSwiaWF0IjoxNjI2NTk0ODI5LCJleHAiOjE2MjY3NzQ4Mjl9.xH50LC8Qjt6-5eS59TidC_-Sh4kdci8PoGvbIY4ffn8,200,5110,covid-19,18,dashboard,0 days 00:03:06,False,1
111,103.1.106.11,2021-07-18 15:57:03+08:00,GET,scoreboard,200,84163,covid-19,18,scoreboard,0 days 00:00:01,False,1
112,103.1.106.11,2021-07-18 15:57:04+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:01,False,1
113,103.1.106.11,2021-07-18 15:57:05+08:00,GET,/dashboard?notice=true,200,49471,covid-19,18,dashboard,0:00:01,False,1
114,103.1.106.11,2021-07-18 15:57:05+08:00,POST,_google_login,200,1095,covid-19,18,login,0:00:01,False,1
115,103.1.106.11,2021-07-18 15:57:05+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjY3MiwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoia2luZ2RvbTg4ODg4QGdtYWlsLmNvbSIsInVzZXJfbmFtZSI6IkphY2sgVGVlIiwidXNlcl9nZW5kZXIiOiJtYWxlIiwidXNlcl9hZ2UiOiIxOTg1IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsInVzZXJfcGhvbmUiOiIxMjk4MzE0NTciLCJjYW1wYWlnbl9pZCI6IjE4MiIsImNhbXBhaWduX25hbWUiOiJWYWNjaW5hdGlvbiBBd2FyZW5lc3MgQ2FtcGFpZ24iLCJjYW1wYWlnbl90eXBlIjoib25saW5lIiwiY2FtcGFpZ25fbGFuZGluZ19wYWdlIjoiaHR0cHM6Ly9mdXlvaC1hZHMuY29tL2NhbXBhaWduX2xhbmRpbmdfcGFnZS8ifSwiaWF0IjoxNjI2NTk1MDI1LCJleHAiOjE2MjY3NzUwMjV9.4eNiOwj_eoZvqqb_fQOaFAu4TUL9Lo-Lxg8QmZT9Fec,200,5110,covid-19,18,dashboard,0 days 00:24:57,False,1
116,103.1.106.11,2021-07-18 16:22:02+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:02,False,1
117,103.1.106.11,2021-07-18 16:22:04+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:09,False,1
118,103.1.106.11,2021-07-18 16:22:13+08:00,GET,/dashboard?notice=true,200,49510,covid-19,18,dashboard,0:00:01,False,1
119,103.1.106.11,2021-07-18 16:22:13+08:00,POST,_action_login,200,1115,covid-19,18,login,0 days 00:00:01,False,1
120,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/scoreboard_active.svg,200,1386,covid-19,18,scoreboard,0:00:01,False,1
121,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/scoreboard.svg,200,1379,covid-19,18,scoreboard,0:00:01,False,1
122,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/profile_active.svg,200,1242,covid-19,18,profile,0:00:01,False,1
123,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/dashboard.svg,200,1111,covid-19,18,dashboard,0:00:01,False,1
124,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/faq.svg,200,682,covid-19,18,faq,0:00:01,False,1
125,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/profile.svg,200,1235,covid-19,18,profile,0:00:01,False,1
126,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/dashboard_active.svg,200,1118,covid-19,18,dashboard,0:00:01,False,1
127,103.1.106.11,2021-07-18 16:22:14+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc2NSwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGFpX2cwODEyQGhvdG1haWwuY29tIiwidXNlcl9uYW1lIjoiZ3VvIHlhbyBsYWkiLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMjAxOSIsInVzZXJfcGhvbmUiOiIxMjM0NTY3ODkiLCJ1c2VyX3JhY2UiOiJDaGluZXNlIiwiY2FtcGFpZ25faWQiOiIxODIiLCJjYW1wYWlnbl9uYW1lIjoiVmFjY2luYXRpb24gQXdhcmVuZXNzIENhbXBhaWduIiwiY2FtcGFpZ25fdHlwZSI6Im9ubGluZSIsImNhbXBhaWduX2xhbmRpbmdfcGFnZSI6Imh0dHBzOi8vZnV5b2gtYWRzLmNvbS9jYW1wYWlnbl9sYW5kaW5nX3BhZ2UvIn0sImlhdCI6MTYyNjU5NjUzMywiZXhwIjoxNjI2NjE0NTMzfQ.PmiQVYfFZHIlf-1XVoq6IZNniumQA8LK_el29HsqTxM,200,5114,covid-19,18,dashboard,0:00:01,False,1
128,103.1.106.11,2021-07-18 16:22:14+08:00,GET,assets/images/icons_images/SVG/faq_active.svg,200,689,covid-19,18,faq,0 days 05:47:08,True,1
129,219.93.158.43,2021-07-18 16:56:53+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:01,False,1
130,219.93.158.43,2021-07-18 16:56:54+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:14,False,1
131,203.82.75.132,2021-07-18 16:57:03+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:02,False,1
132,203.82.75.132,2021-07-18 16:57:05+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 07:11:20,True,1
133,219.93.158.43,2021-07-18 16:57:08+08:00,GET,login,200,75653,covid-19,18,login,0:00:01,False,1
134,219.93.158.43,2021-07-18 16:57:08+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 16:40:29,True,1
135,203.82.75.133,2021-07-18 16:57:13+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:02,False,1
136,203.82.75.133,2021-07-18 16:57:15+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 06:14:11,True,1
137,111.90.140.69,2021-07-18 17:06:00+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0:00:01,False,1
138,111.90.140.69,2021-07-18 17:06:00+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:01:38,False,1
139,203.82.75.134,2021-07-18 17:06:07+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:01,False,1
140,203.82.75.134,2021-07-18 17:06:08+08:00,GET,login,200,75653,covid-19,18,login,0 days 00:00:01,False,1
141,203.82.75.134,2021-07-18 17:06:09+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 00:00:02,False,1
142,203.82.75.134,2021-07-18 17:06:11+08:00,POST,_update_track_page_without_login,200,201,covid-19,18,login,0 days 07:02:14,True,1
143,111.90.140.69,2021-07-18 17:07:38+08:00,POST,_action_login,200,79,covid-19,18,login,0 days 00:00:10,False,1
144,111.90.140.69,2021-07-18 17:07:48+08:00,POST,_action_login,200,79,covid-19,18,login,0 days 00:00:39,False,1
145,111.90.140.69,2021-07-18 17:08:27+08:00,POST,_google_login,200,1114,covid-19,18,login,0:00:01,False,1
146,111.90.140.69,2021-07-18 17:08:27+08:00,GET,/dashboard?notice=true,200,49543,covid-19,18,dashboard,0 days 00:00:01,False,1
147,111.90.140.69,2021-07-18 17:08:28+08:00,GET,assets/images/icons_images/SVG/profile.svg,200,1235,covid-19,18,profile,0:00:01,False,1
148,111.90.140.69,2021-07-18 17:08:28+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc2OCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoidGVkeGpvbmtlcnN0cmVldEBnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMZW93IE1lbmcgQ2hldyIsInVzZXJfZ2VuZGVyIjoibWFsZSIsInVzZXJfYWdlIjoiMjAxNyIsInVzZXJfcmFjZSI6Ik1hbGF5IiwidXNlcl9waG9uZSI6IjEzMzY5NDc1NSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY1OTkzMDcsImV4cCI6MTYyNjc3OTMwN30.Ap6wpH0SzyG2TovVoAdyi1PgQSLLfgmTng1htMfUkPw,200,5118,covid-19,18,dashboard,0:00:01,False,1
149,111.90.140.69,2021-07-18 17:08:28+08:00,GET,assets/images/icons_images/SVG/faq.svg,200,682,covid-19,18,faq,0:00:01,False,1
150,111.90.140.69,2021-07-18 17:08:28+08:00,GET,assets/images/icons_images/SVG/scoreboard.svg,200,1379,covid-19,18,scoreboard,0 days 00:00:01,False,1
151,111.90.140.69,2021-07-18 17:08:29+08:00,GET,assets/images/icons_images/SVG/faq_active.svg,200,689,covid-19,18,faq,0:00:01,False,1
152,111.90.140.69,2021-07-18 17:08:29+08:00,GET,assets/images/icons_images/SVG/scoreboard_active.svg,200,1386,covid-19,18,scoreboard,0:00:01,False,1
153,111.90.140.69,2021-07-18 17:08:29+08:00,GET,assets/images/icons_images/SVG/profile_active.svg,200,1242,covid-19,18,profile,0:00:01,False,1
154,111.90.140.69,2021-07-18 17:08:29+08:00,GET,assets/images/icons_images/SVG/dashboard_active.svg,200,1118,covid-19,18,dashboard,0:00:01,False,1
155,111.90.140.69,2021-07-18 17:08:29+08:00,GET,assets/images/icons_images/SVG/dashboard.svg,200,1111,covid-19,18,dashboard,0 days 00:00:21,False,1
156,111.90.140.69,2021-07-18 17:08:50+08:00,GET,scoreboard,200,29511,covid-19,18,scoreboard,0:00:01,False,1
